gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_272,2013-01-25T12:01:11Z,,A,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,Guatemala,YES,YES,NO,YES,NO,,,,NO,,YES,NO,,,,,Yes,YES,YES,NO,,,,NO,,,,,,,,,,,,NO,,,,,,,,,recoveries.org
SI1_273,2013-01-25T12:09:12Z,,A,,,,,,NO,,OWN,,,,YES,NO,NO,,,NO,YES,NO,US,YES,YES,YES,YES,NO,,,,NO,,YES,,,,,,,YES,,,,,,,,,,NO,,,Yellow,,,,,,,,,,,,,,recovers.org
SI1_274,2013-01-25T12:09:37Z,,A,,Staten Island,NY,,5,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,US,NO,YES,NO,NO,NO,,,NO,YES,NO,YES,,,,,,Yes,YES,YES,NO,,,,,,,,,"small appliances, sheets, bedding, sheetrock",,None,,,,,NO,,,,,,,,,recoveries.org
SI1_275,2013-01-25T12:17:25Z,,A,,Staten Island,NY,10306,3,NO,,OWN,Family/Friend,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,India,NO,YES,NO,NO,NO,YES,,YES,NO,NO,YES,NO,NO,YES,,Travelers,Yes,YES,YES,YES,NO,,,NO,NO,NO,,YES,Repairs,,Green,YES,,YES,NO,NO,NO,,,,,,,Home Repair,
SI1_276,2013-01-25T12:17:54Z,,A,,Staten Island,NY,10312,4,NO,,RENT,Family/Friend,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,US,NO,YES,YES,NO,NO,NO,,NO,,NO,YES,NO,YES,NO,Debt / Financial,Allstate,Yes,YES,YES,,YES,,NO,NO,NO,NO,,NO,,,Green,NO,,NO,NO,NO,NO,,,,,,,,
SI1_277,2013-01-25T12:18:53Z,,A,,Staten Island,NY,10306,2,NO,,OWN,,NO,NO,,,,,,,,,US,YES,YES,NO,YES,NO,,,NO,YES,NO,YES,YES,,,,,Yes,NO,NO,NO,,,,NO,,,,,,,None,,,,,NO,,,,,,,,,recoveries.org
SI1_278,2013-01-25T12:27:12Z,,C,,,,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,YES,NO,NO,,NO,NO,NO,,,,,,,,,,,,,,,,,,NO,,,None,NO,,,,,,,,,,,,,
SI1_279,2013-01-25T12:29:35Z,,A,,,,10306,,NO,,OWN,,NO,,NO,,,,,,,,,NO,YES,YES,YES,,,,,YES,NO,YES,,NO,,,,Yes,YES,NO,,,,,YES,,,,NO,getting money out of flood insurance,,Yellow,,,,,,,,already working with lawyer,,,,,,
SI1_280,2013-01-25T12:36:34Z,,A,,Staten Island,NY,10305,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,US,NO,YES,YES,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,Debt / Financial,,No,NO,NO,NO,NO,,NO,NO,NO,YES,,YES,Replace New Born Materials,Completed,Green,NO,,NO,YES,,,,,,,,,Baby and toddler stuff,
SI1_281,2013-01-25T12:39:59Z,,A,,,,,2,YES,,RENT,,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,US,YES,YES,NO,NO,NO,NO,,NO,YES,NO,YES,NO,YES,NO,,,No,NO,,,,,,,,,,,Heat,,,,,,,NO,,,,,,heat- pipes are going to crack soon,,,
SI1_282,2013-01-25T12:54:14Z,,A,,Staten Island,NY,10303,,NO,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,NO,NO,YES,NO,NO,,YES,YES,NO,YES,YES,NO,,,,No,NO,,,,,,NO,,,,,Repairs,,None,,,,,YES,,,,,,roof is not going to last long.  if the roof falls in then it will ruin previous work that was done before the storm,,,
SI1_283,2013-01-25T12:56:35Z,,D,,,NJ,7305,3,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,,NO,YES,,NO,YES,YES,,,,,,,,,,,,,,,,,,,,,,,Clothing,,None,YES,sick child,,,,,,,,,living in regular house now that was affected by sandy,,,recovers.org
SI1_284,2013-01-25T13:08:31Z,,A,,Staten Island,,10306,2,NO,,OWN,,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,,YES,YES,YES,NO,NO,YES,,NO,NO,NO,YES,NO,NO,YES,,,No,YES,NO,,,,,NO,NO,NO,,YES,Electricity and Renovations,Completed,Green,NO,,NO,YES,YES,NO,,,,,,,"Utilities (heat, electric, gas, water, phone, etc)., Home Repair",
SI1_285,2013-01-25T13:25:37Z,,A,,Staten Island,NY,10306,3,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,US,NO,YES,NO,YES,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,Repairs,,,NO,,,,,,,,,,"house is livable, needs help with repairs as soon as possible",,,recovers.org
SI1_286,2013-01-25T13:27:20Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_287,2013-01-25T14:59:57Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,YES,YES,NO,YES,YES,NO,YES,,,Yes,YES,YES,NO,YES,,YES,NO,NO,YES,,YES,Financial assistance,Completed,None,NO,,NO,NO,NO,NO,,,,,,,,5
SI1_288,2013-01-25T15:08:09Z,2012-01-19T00:00:00Z,C,,,,,1,NO,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,,,YES,YES,NO,NO,NO,YES,,NO,NO,NO,YES,NO,NO,NO,,,Yes,YES,,NO,NO,,NO,NO,NO,NO,,YES,BEDROOM DRESSER,Completed,Red,,,,NO,NO,NO,,,,,,,,5
SI1_289,2013-01-25T15:14:10Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,YES,,OWN,,,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,YES,YES,,Liberty Mutual,Yes,YES,YES,NO,NO,,YES,YES,NO,YES,,YES,Financial assistance,,None,NO,,NO,NO,NO,NO,,STRESS WAS IDENTIFIED AS AN URGENT NEED,,,,,Mental Health,5
SI1_290,2013-01-25T15:28:32Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,2,NO,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,YES,YES,,TOWER GROUP,Yes,NO,NO,NO,NO,,NO,NO,NO,YES,,YES,Financial assistance,Completed,None,NO,,NO,NO,NO,NO,,,,,,,,5
SI1_291,2013-01-25T15:33:57Z,2012-01-19T00:00:00Z,C,Arabic,Staten Island,NY,,,YES,,OWN,,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,,YES,YES,YES,YES,NO,YES,,YES,NO,NO,YES,NO,NO,NO,,SELECTIVE INSURANCE,Yes,YES,YES,NO,YES,,YES,YES,YES,YES,,YES,CONTRACTOR TO REPAIR HOME,Completed,None,YES,,YES,YES,NO,NO,,,,,,,,5
SI1_292,2013-01-25T16:34:38Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,YES,YES,,YES,,,,,,,,,,,,,,,,,,,,,,Completed,None,YES,,,,,,,,,,,,,5
SI1_293,2013-01-25T16:40:54Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,NO,,OWN,Family/Friend,,YES,YES,YES,YES,YES,YES,YES,NO,,,YES,YES,,YES,,,,YES,YES,NO,YES,YES,NO,YES,,Allstate,Yes,YES,YES,NO,YES,,YES,NO,NO,,,,Insurance claim,Completed,,YES,UNSURE WHETHER MOLD IS A PROBLEM,,YES,NO,,,,APPROVED FOR SBA LOAN,,,,Home Repair,5
SI1_294,2013-01-25T16:46:36Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,10306,1,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,,,NO,NO,NO,YES,,YES,NO,NO,YES,YES,YES,YES,,Allstate,Yes,NO,,NO,NO,,YES,NO,NO,YES,,YES,PEACE OF MIND & PIANO,Completed,,YES,,NO,NO,NO,,,,,,,,,5
SI1_295,2013-01-25T17:07:06Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,5,YES,,OWN,,,YES,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,,YES,NO,YES,,,YES,NO,YES,YES,NO,YES,,Allstate,Yes,YES,NO,,,,YES,,,,,,Insurance claim,Completed,,,,,,,,,UNSURE OF MOLD PROBLEM,DENIED FOR LOAN,,,,,5
SI1_296,2013-01-25T17:19:01Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,2,YES,,OWN,,,YES,YES,YES,YES,YES,YES,NO,YES,NO,,,YES,,,NO,NO,,,NO,NO,YES,YES,NO,NO,,Farmers,Yes,YES,Partial,,,,MAYBE,,NO,,,,FURNITURE AND LANDSCAPING (TREES) ETC,Completed,,YES,,,,NO,,,UNSURE OF MOLD PROBLEM,"QUESTION ABOUT HELP FROM LAWYER ON APPEAL ""BASED ON INSURANCE PLAN""",,,,Legal,5
SI1_297,2013-01-25T17:31:14Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,,Yes,NO,NO,NO,NO,,NO,NO,NO,YES,,NO,,Completed,,YES,,YES,NO,NO,,,,,,,,,5
SI1_298,2013-01-25T18:07:00Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,YES,,OWN,,,,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,YES,YES,YES,,YES,YES,NO,YES,YES,NO,YES,,Allstate,Yes,NO,NO,NO,NO,,YES,NO,NO,,,,Repairs,Completed,,,INSURANCE CANCELLED DUE TO DISPLACEMENT,,NO,NO,,,"NEEDS HELP WITH LANDSCAPING, FENCES, AND BACKYARD WORK","APPROVED FOR SBA LOAN, WOULD NOT ACCEPT LEGAL HELP YET.",,,,"Medical, Home Repair, Legal",5
SI1_299,2013-01-26T10:48:32Z,,,,,,,7,NO,,OWN,Rental,,YES,YES,NO,YES,NO,,YES,NO,YES,,NO,YES,NO,YES,NO,YES,,,NO,NO,YES,YES,NO,YES,,Farmers,Yes,YES,YES,NO,NO,,YES,NO,,NO,,YES,Financial assistance,,Green,,,NO,YES,NO,YES,5 kids live in house,,got some but needs more rental assistance to cover apartment costs,,,,,"1128 walk in, goldi"
SI1_300,2013-01-26T14:21:19Z,,,,Staten Island,NY,10306,4,NO,,OWN,,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,,YES,YES,NO,NO,YES,YES,,,NO,NO,YES,YES,NO,YES,,Allstate Flood & Tower,Yes,YES,Partial,NO,NO,,,,,YES,,,FEMA help,Completed,,YES,,NO,,NO,,,Rapid repair is doing repairs on 1/21/13,,,,,,
SI1_301,2013-01-27T13:18:13Z,,,Spanish,Staten Island,NY,10306,5,NO,,RENT,Family/Friend,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,YES,NO,YES,YES,YES,,Unaware,,No,NO,NO,NO,,,,,,YES,,NO,laying floor down,Completed,Green,YES,,YES,NO,NO,NO,,,,,,,,
SI1_302,2013-01-27T13:42:52Z,,,,Staten Island,NY,10305,,YES,,OWN,,,,YES,YES,YES,YES,,YES,,,,,YES,YES,YES,NO,,,YES,YES,NO,YES,YES,,,,,Yes,NO,,NO,NO,,YES,YES,YES,,,,,Completed,,,,,,,,,"She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.She's already talking to SI Legal.
There Mold in bathroom and one other room.","Her husband took the $15,000 FEMA check and left her with nothing.",Mortgage lender is Nationstar Mortgage,,,,
SI1_303,2013-01-28T12:04:11Z,,,,,,,2,NO,,OWN,Rental,NO,,NO,NO,NO,NO,,NO,NO,,,YES,YES,YES,YES,,,,,,,YES,NO,NO,YES,,Travelers,Yes,YES,NO,NO,NO,,NO,NO,,,,,Repairs,call in,,,"RR came in yesterday, still not done",,,,,her and husband,,denied except for rental assistance.  has flood insur.  waiting on SBA,,"needs help finishing demo and mold removal.  not home during week,  SCHEDULE FOR SATURDAY FEB 2",,,
SI1_304,2013-01-29T12:02:25Z,2012-01-19T00:00:00Z,C,Russian,Staten Island,NY,,4,YES,,OWN,,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,NO,NO,YES,,NO,YES,NO,YES,YES,NO,YES,,Allstate,Yes,NO,,NO,YES,,NO,NO,NO,,,,Insurance claim,Completed,,YES,,,,NO,,,UNSURE OF MOLD,"APPLIED FOR A SBA LOAN, NO RESPONSE",,,,Home Repair,5
SI1_305,2013-01-29T12:10:11Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,1,,,OWN,Hotel,NO,YES,YES,YES,YES,YES,,NO,NO,NO,,YES,YES,YES,YES,NO,YES,,YES,NO,NO,YES,YES,NO,NO,Debt / Financial,NATIONAL FLOOD,Yes,YES,NO,NO,,,YES,YES,YES,,,,Repairs,Completed,,YES,,,YES,NO,,,"UNSURE IF WATER IS CLEAN. FREE NON-PERISHABLE PET FOOD WOULD BE HELPFUL. NO CHILDREN IN THE HOUSE, BUT HAS PETS.",,,,,,5
SI1_306,2013-01-29T12:16:22Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,NO,,OWN,Hotel,,YES,YES,YES,YES,YES,,YES,NO,NO,,NO,YES,,YES,NO,YES,,,YES,YES,YES,YES,NO,YES,,NORTON & SEIGAL,Yes,YES,Partial,NO,YES,,MAYBE,TENTATIVE INSURANCE,YES,,,,Financial assistance,Completed,,YES,,,,NO,,,UNSURE OF MOLD OR WHETHER WATER IS CLEAN,APPEAL IS PENDING. DECLINED FOR SBA LOAN.,,,,,5
SI1_307,2013-01-29T12:21:39Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,4,NO,,OWN,Hotel,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,,YES,YES,NO,NO,YES,YES,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,,UNSURE OF MOLD PROBLEMS,,,,,,5
SI1_308,2013-01-29T12:29:53Z,2012-01-19T00:00:00Z,C,Polish,Staten Island,NY,,3,YES,,OWN,,YES,,YES,YES,YES,,,NO,NO,NO,,YES,YES,,NO,NO,YES,,YES,NO,,YES,YES,NO,NO,,Allstate,Yes,YES,YES,,,,YES,,,,,YES,Financial assistance,Completed,,YES,,,YES,NO,,,"UNSURE ABOUT STATE OF PLUMBING, WATER CLEANLINESS, AND MOLD","BUSINESS OWNER, BUSINESS IS STRUGGLING",,,,,5
SI1_309,2013-01-29T12:34:40Z,2012-01-19T00:00:00Z,C,,Staten Island,NY,,3,YES,,OWN,,,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,,,,,,,,5
SI1_310,2013-01-29T12:40:33Z,2012-01-19T00:00:00Z,C,Russian,,,,4,YES,,OWN,Hotel,,YES,YES,YES,YES,YES,NO,YES,YES,YES,,YES,YES,YES,YES,YES,YES,,YES,NO,,YES,YES,,,,,,,,,,,,,,,,,,Completed,,YES,,,,,,NEEDS RUSSIAN TRANSLATOR; TROUBLE GETTING HELP DUE OT LANGUAGE BARRIER,,,,,,,5
SI1_311,2013-01-29T12:45:29Z,2012-01-19T00:00:00Z,C,Polish,Staten Island,NY,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,,NO,NO,YES,,YES,YES,NO,YES,YES,,YES,,Selective,Yes,YES,YES,NO,,,YES,YES,YES,,,,Insurance claim,Completed,,YES,,,,NO,,,UNSURE OF MOLD PROBLEM,,,,,,5
SI1_312,2013-01-29T12:51:52Z,2012-01-19T00:00:00Z,C,Spanish,Staten Island,NY,,3,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO,YES,,,Yes,YES,Partial,NO,,,NO,NO,NO,NO,,,INSURANCE TO PAY FOR REPAIRS,Completed,,,,,,NO,NO,,,NOT APPROVED FOR LOAN BECAUSE OF OLD AGE,,,,,5
SI1_313,2013-01-29T15:08:29Z,,,,,,,,NO,,,,,,YES,NO,NO,NO,,,,,,,YES,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,NEEDS SHEETROCK!,,,
SI1_314,2013-01-29T17:22:33Z,,,,,,,1,NO,,OWN,,YES,YES,YES,YES,YES,,YES,NO,YES,,,YES,YES,,YES,NO,YES,,,YES,NO,YES,YES,YES,YES,,,No,NO,,,,,,,,,,MAYBE,get house back together so she can move back home.  in apt 2 floors up and it hurts her.,,,YES,was in hospital for 9 days -- acute bronchitis from drinking sewer water and breathing mold.  has medicare which seems to be taking care of her.,,NO,,,,"swam from window!  sandy storyline?  yes, call.  ""cries because people treat her like a piece of dirt"".  let's deliver her food.","FEMA helped, SBA turned her down.",,"needs floors demoed
apartment XXXXX.  could use food deliveries.",,,
SI1_315,2013-01-31T12:34:07Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,10306,other,NO,,OWN,Hotel,NO,NO,YES,NO,YES,NO,,NO,NO,NO,,NO,YES,NO,YES,NO,NO,,YES,NO,NO,YES,NO,NO,YES,,State Farm,Yes,YES,NO,NO,,,YES,YES,YES,NO,,YES,Repairs,Completed,,YES,,NO,,YES,NO,,,,,Listed Building Materials as greatest need: sheetrock & 3/4 plywood.,,,
SI1_316,2013-01-31T12:39:25Z,,,,Staten Island,NY,,,YES,,OWN,,NO,YES,YES,YES,YES,,YES,NO,YES,,,YES,YES,,YES,NO,YES,,,YES,NO,YES,YES,YES,YES,,,No,NO,,,,,,,,,,MAYBE,get house back together so she can move back home.  in apt 2 floors up and it hurts her.,Completed,,YES,was in hospital for 9 days -- acute bronchitis from drinking sewer water and breathing mold.  has medicare which seems to be taking care of her.,,NO,,,,"swam from window!  sandy storyline?  yes, call.  ""cries because people treat her like a piece of dirt"".  let's deliver her food.","FEMA helped, SBA turned her down.",,"needs floors demoed
apartment XXXXX.  could use food deliveries.",,,
SI1_317,2013-01-31T12:49:17Z,,,,Staten Island,NY,,,YES,,OWN,,,,YES,YES,YES,,YES,YES,NO,,,YES,YES,YES,YES,NO,YES,,,YES,NO,YES,YES,NO,,,,Yes,NO,NO,NO,,,,NO,NO,YES,,,,,,YES,,NO,,,,,Swam 3 Block day of storm. Needs house work - replace steel door and frame; hole in foundation - needs to be drained. Skilled labor needs.,,,"Recieved rental assistance for 1 month - not sure about current housing situation, sounds like home needs a lot of work.",,,
SI1_318,2013-02-02T13:08:01Z,,,,Staten Island,NY,10306,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,,YES,YES,NO,NO,,,,,,YES,YES,,,,,Yes,NO,,,,,,,,,,,,,Green,,,,,,,,,,,Need insulation and sheetrock supplies,,Home Repair,leslierecovers.org
SI1_319,2013-02-02T14:14:16Z,,,,,,,6,NO,,OWN,Family/Friend,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,Russia,NO,YES,YES,NO,NO,,,NO,NO,NO,YES,NO,NO,NO,,american safety and casualty,Yes,NO,,,,,,YES,,NO,,YES,Financial assistance,,Yellow,NO,,YES,NO,YES,NO,,,,,,,Home Repair,leslierecovers.org
SI1_320,2013-02-02T14:35:59Z,,,,,,,6,NO,,OWN,Family/Friend,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,Russia,NO,YES,YES,NO,NO,,,NO,NO,NO,YES,NO,NO,NO,,american safety and casualty,Yes,NO,,,,,,YES,,NO,,YES,Financial assistance,,Yellow,NO,,YES,NO,YES,NO,,,,,,,Home Repair,leslierecovers.org
